商品,价格,店铺,详情页,品牌,详情
弄浪（nonglong）圆领夏装上衣男士短袖男T恤青年修身休闲短轴半袖t恤男衫潮 白色 XL,19.89,潮酷服饰专营店,https://item.jd.com/66258248224.html,品牌： 弄浪（nonglang）,商品名称：弄浪（nonglong）圆领夏装上衣男士短袖男T恤青年修身休闲短轴半袖t恤男衫潮 白色 XL商品编号：66258248224店铺： 潮酷服饰专营店商品毛重：0.65kg商品产地：中国大陆货号：JIEXIN短体s5-7材质：涤纶(聚酯纤维)90%袖长：短袖适用季节：夏季版型：修身型上市时间：2019年夏季厚度：薄款适用人群：青年流行元素：印花领型：圆领风格：休闲风，商务休闲面料：棉毛布图案：字母，数字适用场景：休闲
NASA GISS重磅260g纯棉短袖t恤男纯色圆领厚实不透纯白打底衫男女体恤上衣 白色 L体重130-150斤,34.90,NASA GISS官方旗舰店,https://item.jd.com/10068119733856.html,品牌： NASA GISS,商品名称：NASA GISS重磅260g纯棉短袖t恤男纯色圆领厚实不透纯白打底衫男女体恤上衣 白色 L体重130-150斤商品编号：10068119733856店铺： NASA GISS官方旗舰店商品毛重：360.00g货号：NS纯色材质：棉100%版型：宽松型适用季节：春季，夏季上市时间：2023年春季领型：圆领适用人群：青少年，情侣厚度：厚款袖长：短袖图案：纯色适用场景：居家，学校风格：休闲风休闲风：oversize
南极人（Nanjiren）短袖t恤男夏季日系ins潮流潮牌圆领半袖纯棉宽松休闲上衣 咖色 XL（建议150-170斤）,59.00,南极人简峰专卖店,https://item.jd.com/10069269413828.html,品牌： 南极人（Nanjiren）,商品名称：南极人（Nanjiren）短袖t恤男夏季日系ins潮流潮牌圆领半袖纯棉宽松休闲上衣 咖色 XL（建议150-170斤）商品编号：10069269413828店铺： 南极人简峰专卖店商品毛重：300.00g货号：NJR-TX224材质：棉100%版型：宽松型适用季节：夏季上市时间：2023年春季厚度：常规适用人群：中年，青少年领型：圆领袖长：五分袖图案：纯色适用场景：居家，学校风格：日韩风日韩风：日系风
森马旗下棉致潮牌美式T恤男士短袖2022新款夏季宽松衣服男潮流ins复古百搭体恤联名 黑色【高品质】 2XL 【建议146-170斤】,49.00,棉致筑琪专卖店,https://item.jd.com/10054235003950.html,品牌： 棉致,商品名称：森马旗下棉致潮牌美式T恤男士短袖2022新款夏季宽松衣服男潮流ins复古百搭体恤男装联名 黑色【高品质】 2XL 【建议146-170斤】商品编号：10054235003950店铺： 棉致筑琪专卖店商品毛重：1.0kg货号：SwHjzTYA材质：涤纶(聚酯纤维)版型：宽松型适用季节：夏季上市时间：2022年夏季领型：圆领流行元素：印花风格：中性风厚度：厚款袖长：五分袖
JRNR休闲裤男春秋季2023新款加厚宽松束脚哈伦长裤潮牌工装裤子 6810军绿色 M,869.00,JRNR服饰旗舰店,https://item.jd.com/10067972921867.html,品牌： JRNR,商品名称：JRNR休闲裤男春秋季2023新款加厚宽松束脚哈伦长裤潮牌工装裤子 6810军绿色 M商品编号：10067972921867店铺： JRNR服饰旗舰店商品毛重：0.8kg货号：T0300材质：其他厚度：常规适用人群：青年，中年适用季节：春季，秋季腰型：自然腰上市时间：2023年春季裤门襟：松紧弹力：微弹流行元素：印花，车缝线裤型：工装裤风格：休闲风裤长：长裤图案：纯色适用场景：居家，运动
Mr.Bu明星同款短袖T恤男士纯棉情侣小白T春夏季打底衫衣服男装纯色内搭 白色 L/175,98.00,Mr.Bu旗舰店,https://item.jd.com/10060169808289.html,品牌： Mr.Bu,商品名称：Mr.Bu明星同款短袖T恤男士纯棉情侣小白T春夏季打底衫衣服男装纯色内搭 白色 L/175商品编号：10060169808289店铺： Mr.Bu旗舰店商品毛重：1.0kg货号：GT00697材质：棉100%版型：标准型适用季节：春季，夏季，秋季上市时间：2023年春季领型：圆领适用人群：青年，中年厚度：常规袖长：短袖图案：纯色适用场景：居家风格：休闲风休闲风：简约风
卡帝乐鳄鱼（CARTELO）短袖t恤男2023夏季纯棉短袖男士体恤宽松打底衫上衣学生青年,118.00,卡帝乐鳄鱼（CARTELO）男装京东自营专卖店,https://item.jd.com/100043410338.html,品牌： 卡帝乐鳄鱼（CARTELO）,商品名称：卡帝乐鳄鱼T恤商品编号：100043410338商品毛重：300.00g商品产地：中国福建省货号：Q-KPKDLNZ21056ZY材质：棉100%袖长：短袖适用季节：春季，夏季上市时间：2023年春季领型：圆领适用人群：青年，青少年流行元素：车缝线，简约厚度：常规版型：标准型图案：字母，拼色适用场景：居家，旅行风格：日韩风日韩风：韩版
海澜之家（HLA）短袖T恤男衣多穿夏季舒干清爽白色短袖男 凉感抗菌-黑色S7 175/L建议69-75kg,78.00,海澜之家官方旗舰店,https://item.jd.com/10042645632845.html,品牌： 海澜之家（HLA）,商品名称：海澜之家（HLA）短袖T恤男衣多穿夏季舒干清爽白色短袖男 凉感抗菌-黑色S7 175/L建议69-75kg商品编号：10042645632845店铺： 海澜之家官方旗舰店商品毛重：1.0kg货号：HNTBJ2U140A材质：其他100%版型：标准型适用季节：夏季上市时间：2022年夏季领型：圆领适用人群：青年，中年，青少年，情侣流行元素：简约厚度：常规袖长：短袖图案：字母适用场景：居家，运动，学校风格：休闲风休闲风：简约风
海澜之家（HLA）短袖T恤男女情侣款夏季短袖男卡通印花微弹圆短袖t恤男 小熊印花-黑色21 175/92A/L,78.00,海澜之家官方旗舰店,https://item.jd.com/10042649031736.html,品牌： 海澜之家（HLA）,商品名称：海澜之家（HLA）短袖T恤男女情侣款夏季短袖男卡通印花微弹圆短袖t恤男 小熊印花-黑色21 175/92A/L商品编号：10042649031736店铺： 海澜之家官方旗舰店商品毛重：1.0kg货号：HNTBW2U006A材质：其他100%袖长：短袖适用季节：夏季上市时间：2023年夏季领型：圆领适用人群：青年，中年，青少年，情侣流行元素：简约厚度：常规面料：针织布版型：标准型图案：卡通动漫适用场景：居家，运动，学校风格：休闲风休闲风：简约风
NASALIKE联名薄款运动裤子男夏季新款潮流宽松束脚抗皱休闲裤工装裤男士 K673米黄色【单条装】 M 80-100斤,59.90,NASALIKE佑洛专卖店,https://item.jd.com/10069798156806.html,品牌： NASALIKE,商品名称：NASALIKE联名薄款运动裤子男夏季新款潮流宽松束脚抗皱休闲裤工装裤男士 K673米黄色【单条装】 M 80-100斤商品编号：10069798156806店铺： NASALIKE佑洛专卖店商品毛重：100.00g商品产地：其他货号：NASA南极牛材质：涤纶(聚酯纤维)95%适用季节：夏季上市时间：2023年春季裤门襟：系带弹力：微弹适用人群：青年，青少年裤型：直筒裤腰型：自然腰裤长：长裤厚度：薄款适用场景：学校，运动风格：休闲风休闲风：oversize
萨拉维夫（Sllavif）休闲裤男春季2023新款青年高端白色刺绣户外运动水洗男裤长裤 白色 M,1049.00,萨拉维夫服饰内衣旗舰店,https://item.jd.com/10069304565865.html,品牌： 萨拉维夫（Sllavif）,商品名称：萨拉维夫（Sllavif）休闲裤男春季2023新款青年高端白色刺绣户外运动水洗男裤长裤 白色 M商品编号：10069304565865店铺： 萨拉维夫服饰内衣旗舰店商品毛重：100.00g商品产地：中国大陆货号：SLWFcl0503材质：涤纶(聚酯纤维)60%厚度：常规腰型：自然腰适用季节：四季通用上市时间：2023年春季裤门襟：系带弹力：微弹流行元素：车缝线，多口袋裤型：铅笔裤/小脚裤裤长：长裤适用人群：青年图案：拼色，卡通动漫适用场景：旅行，运动风格：潮流风潮流风：朋克风
罗蒙（ROMON）【含桑蚕丝】短袖t恤男夏季薄款中青年时尚翻领刺绣男士T恤衫 1158绿色 170,39.00,罗蒙ROMON男装旗舰店,https://item.jd.com/10057525598288.html,品牌： 罗蒙（ROMON）,商品名称：罗蒙（ROMON）【含桑蚕丝】短袖t恤男夏季薄款中青年时尚翻领刺绣男士T恤衫男装 1158绿色 170商品编号：10057525598288店铺： 罗蒙ROMON男装旗舰店商品毛重：300.00g货号：S1T091158-p材质：涤纶(聚酯纤维)版型：标准型适用季节：春季上市时间：2023年春季领型：POLO领适用人群：青年流行元素：刺绣风格：通勤风厚度：薄款袖长：短袖
JEEP 吉普短袖T恤男袖2022夏季韩版纯色短袖男士宽松百搭上衣圆领半袖男装 白色 2XL (160-180),98.00,Jeep马帝卡专卖店,https://item.jd.com/10049366487998.html,品牌： Jeep,商品名称：JEEP 吉普短袖T恤男袖2022夏季韩版纯色短袖男士宽松百搭上衣圆领半袖男装 白色 2XL (160-180)商品编号：10049366487998店铺： Jeep马帝卡专卖店商品毛重：0.8kg货号：LBQ002领型：圆领材质：棉100%厚度：常规袖长：短袖版型：标准型适用季节：夏季图案：纯色上市时间：2022年夏季风格：休闲风休闲风：简约风
俞兆林【3件】短袖t恤男夏季纯白色宽松纯棉男士半截袖潮打底衫衣服男装 白色+黑色+灰色 XL 【建议135-150斤】,69.00,俞兆林柏孤专卖店,https://item.jd.com/10042368545682.html,品牌： 俞兆林（YUZHAOLIN）,商品名称：俞兆林【3件】短袖t恤男夏季纯白色宽松纯棉男士半截袖潮打底衫衣服男装 白色+黑色+灰色 XL 【建议135-150斤】商品编号：10042368545682店铺： 俞兆林柏孤专卖店商品毛重：0.6kg商品产地：中国大陆货号：YZL2022-51168材质：棉100%袖长：短袖适用季节：春季，夏季上市时间：2022年春季厚度：常规面料：棉毛布流行元素：简约适用人群：青年，情侣版型：标准型图案：纯色领型：圆领风格：休闲风休闲风：简约风
棉致 森马旗下天丝牛仔裤男夏季薄款潮流直筒宽松冰丝阔腿休闲裤子男 灰色 2XL码,99.00,棉致卡爵伦专卖店,https://item.jd.com/10069463455058.html,品牌： 棉致,商品名称：棉致 森马旗下天丝牛仔裤男夏季薄款潮流直筒宽松冰丝阔腿休闲裤子男 灰色 2XL码商品编号：10069463455058店铺： 棉致卡爵伦专卖店商品毛重：200.00g货号：YM-1048薄款材质：莱赛尔69.7%适用季节：春季，秋季上市时间：2023年夏季厚度：薄款适用人群：青年，青少年，情侣，中年弹力：微弹裤长：长裤裤门襟：松紧腰型：自然腰图案：纯色裤型：直筒裤风格：休闲风休闲风：简约风
吉普（JEEP）外穿衬衫男百搭纯色韩版长袖男半袖男春季宽松上衣男衬衣工装外套 浅灰色8829（七分袖） XL,139.00,Jeep莫旗飞专卖店,https://item.jd.com/68812532846.html,品牌： 吉普（JEEP）,商品名称：吉普（JEEP）外穿衬衫男百搭纯色韩版长袖男半袖男春季宽松上衣男衬衣工装外套 浅灰色8829（七分袖） XL商品编号：68812532846店铺： Jeep莫旗飞专卖店商品毛重：240.00g商品产地：中国大陆货号：MQF58823材质：棉100%版型：标准型适用季节：夏季，秋季上市时间：2022年春季厚度：常规适用人群：青年流行元素：印花图案：纯色，字母袖长：长袖风格：日韩风日韩风：韩版
罗蒙牛仔裤男夏季薄款2023新款休闲透气弹力修身小直筒轻商务裤子男 1213蓝色常规 28码,399.00,罗蒙聚美专卖店,https://item.jd.com/10070264490111.html,品牌： 罗蒙,商品名称：罗蒙牛仔裤男夏季薄款2023新款休闲透气弹力修身小直筒轻商务裤子男 1213蓝色常规 28码商品编号：10070264490111店铺： 罗蒙聚美专卖店商品毛重：100.00g商品产地：其他货号：1213厚度：常规材质：棉98%适用季节：夏季，四季通用裤长：长裤风格：百搭风腰型：自然腰裤型：直筒裤上市时间：2023年春季
吉普（JEEP）短袖T恤男2023夏季韩版短袖男纯色POLO 翻领T恤上衣 黑色 XL,139.00,jeep男装京东自营专区,https://item.jd.com/100011075733.html,品牌： 吉普（JEEP）,商品名称：吉普T恤商品编号：100011075733商品毛重：200.00g商品产地：中国广东省广州市货号：Q-GKXNJP118ZY材质：棉95%版型：标准型适用季节：夏季上市时间：2023年夏季领型：POLO领适用人群：青年流行元素：车缝线厚度：常规图案：纯色，字母袖长：短袖风格：日韩风日韩风：韩版
亘哒 冰丝裤子男夏季薄款宽松速干休闲运动束脚裤高街潮牌ins潮流百搭 黑色 L【105-125斤】,29.90,亘哒航轩专卖店,https://item.jd.com/10070249452588.html,品牌： 亘哒,商品名称：亘哒 冰丝裤子男夏季薄款宽松速干休闲运动束脚裤高街潮牌ins潮流百搭 黑色 L【105-125斤】商品编号：10070249452588店铺： 亘哒航轩专卖店商品毛重：300.00g商品产地：中国大陆货号：蓝色公子-T59材质：涤纶(聚酯纤维)90%腰型：自然腰上市时间：2023年夏季裤门襟：系带弹力：微弹裤型：束腿裤厚度：薄款适用人群：青年，青少年裤长：九分裤风格：休闲风休闲风：简约风
吉普（JEEP）短袖T恤男2023夏季冰丝弹力T恤打底衫速干透气上衣服 深灰 XL,139.00,jeep男装京东自营专区,https://item.jd.com/100042594394.html,品牌： 吉普（JEEP）,商品名称：吉普T恤商品编号：100042594394商品毛重：230.00g商品产地：中国大陆货号：Q-NANJP8373ZY材质：氨纶(聚氨酯弹性纤维)14%，涤纶(聚酯纤维)86%袖长：短袖适用季节：夏季上市时间：2023年夏季领型：圆领适用人群：青年，青少年流行元素：车缝线厚度：常规版型：标准型风格：日韩风日韩风：韩版
NASA GISS裤子男夏季薄款休闲裤青少年学生运动裤子束脚长裤 深灰薄款 2XL,69.00,NASA GISS男装京东自营专区,https://item.jd.com/100044791500.html,品牌： NASA GISS,商品名称：NASA GISS休闲裤商品编号：100044791500商品毛重：430.00g商品产地：中国大陆货号：23507ZXNSSF9913-A裤门襟：系带材质：其他100%厚度：薄款裤型：束腿裤裤长：长裤适用季节：夏季，四季通用腰型：自然腰上市时间：2023年春季风格：休闲风休闲风：简约风
海澜之家（HLA）短袖T恤男夏季休闲字母刺绣商务短t男绅士学院风百搭POLO领上衣 中蓝51 175/92A/L,98.00,海澜之家倍弘专卖店,https://item.jd.com/10050701193341.html,品牌： 海澜之家（HLA）,商品名称：海澜之家（HLA）短袖T恤男夏季休闲字母刺绣商务短t男绅士学院风百搭POLO领上衣男 中蓝51 175/92A/L商品编号：10050701193341店铺： 海澜之家倍弘专卖店商品毛重：0.7kg货号：HNTPW2U050A材质：棉51%版型：标准型适用季节：四季通用，春季，夏季，秋季上市时间：2022年夏季领型：POLO领适用人群：青年流行元素：印花，简约厚度：常规袖长：短袖图案：字母适用场景：居家，旅行风格：休闲风休闲风：简约风
商品,价格,店铺,详情页,品牌,详情
JRNR休闲裤子男春秋季2023新款加厚休闲男士长裤ins潮牌条纹宽松 黑色 28,779.00,JRNR服饰旗舰店,https://item.jd.com/10067916967846.html,品牌： JRNR,商品名称：JRNR休闲裤子男春秋季2023新款加厚休闲男士长裤ins潮牌条纹宽松 黑色 28商品编号：10067916967846店铺： JRNR服饰旗舰店商品毛重：0.8kg货号：T0123材质：其他厚度：常规腰型：自然腰弹力：微弹适用季节：春季，秋季裤长：长裤上市时间：2023年春季裤门襟：松紧面料：罗马布流行元素：印花，车缝线裤型：工装裤风格：休闲风适用人群：青年，青少年图案：纯色适用场景：居家，旅行
吉普（JEEP）短袖t恤男圆领大码男装夏季薄款纯色刺绣棉质男士短袖体恤打底衫 蓝色 XL/建议145斤左右,98.00,吉普志合专卖店,https://item.jd.com/10027469083365.html,品牌： 吉普（JEEP）,商品名称：吉普（JEEP）短袖t恤男圆领大码男装夏季薄款纯色刺绣棉质男士短袖体恤打底衫 蓝色 XL/建议145斤左右商品编号：10027469083365店铺： 吉普志合专卖店商品毛重：400.00g商品产地：中国大陆货号：AH9058材质：棉93.5%版型：标准型适用季节：春季，夏季上市时间：2021年夏季领型：圆领适用人群：青年流行元素：刺绣，开衩厚度：薄款图案：纯色袖长：短袖风格：休闲风休闲风：简约风
亘哒 冰丝裤子男夏季薄款宽松速干休闲运动束脚裤高街潮牌ins潮流百搭 黑色 L【105-125斤】,29.90,亘哒航轩专卖店,https://item.jd.com/10070249452588.html,品牌： 亘哒,商品名称：亘哒 冰丝裤子男夏季薄款宽松速干休闲运动束脚裤高街潮牌ins潮流百搭 黑色 L【105-125斤】商品编号：10070249452588店铺： 亘哒航轩专卖店商品毛重：300.00g商品产地：中国大陆货号：蓝色公子-T59材质：涤纶(聚酯纤维)90%腰型：自然腰上市时间：2023年夏季裤门襟：系带弹力：微弹裤型：束腿裤厚度：薄款适用人群：青年，青少年裤长：九分裤风格：休闲风休闲风：简约风
南极人（Nanjiren）男士纯棉短袖t恤男夏季运动内衣宽松休闲弹力打底衫男式背心汗衫 4件【2黑+2白】 XL,59.90,南极人Nanjiren旗舰店,https://item.jd.com/10027077743940.html,品牌： 南极人（Nanjiren）,商品名称：南极人（Nanjiren）男士纯棉短袖t恤男夏季运动内衣宽松休闲弹力打底衫男式背心汗衫 4件装【2黑+2白】 XL商品编号：10027077743940店铺： 南极人Nanjiren旗舰店商品毛重：100.00g货号：10020740580793材质：棉100%版型：修身型适用季节：四季通用，夏季上市时间：2022年夏季领型：圆领适用人群：情侣厚度：常规袖长：短袖图案：纯色适用场景：居家，运动风格：休闲风休闲风：简约风
帕托瓦男士短袖t恤男夏季华夫格潮牌重磅情侣半截袖衣服男装T92 白色 XL,75.00,帕托瓦京东自营旗舰店,https://item.jd.com/100043166038.html,品牌： 帕托瓦,商品名称：帕托瓦PTW-T92商品编号：100043166038商品毛重：220.00g商品产地：中国大陆货号：PTW-T92材质：涤纶(聚酯纤维)100%袖长：短袖适用季节：春季，夏季上市时间：2023年春季领型：圆领适用人群：青年，情侣流行元素：贴布，简约厚度：薄款版型：宽松型图案：纯色，字母适用场景：居家，运动风格：休闲风休闲风：oversize
花花公子（PLAYBOY）短袖T恤男夏季休闲短袖男士polo打底衫刺绣上衣服 薄荷绿 XL,139.00,花花公子（PLAYBOY）京东自营专区,https://item.jd.com/100045911218.html,品牌： 花花公子（PLAYBOY）,商品名称：花花公子T恤商品编号：100045911218商品毛重：200.00g商品产地：中国福建省货号：Q-SFHH887XD材质：棉95%，氨纶(聚氨酯弹性纤维)5%版型：标准型适用季节：夏季上市时间：2023年夏季领型：POLO领适用人群：青年，青少年流行元素：车缝线厚度：常规袖长：短袖风格：日韩风日韩风：韩版
罗蒙冰丝短裤子夏季男士宽松休闲五分中裤男潮牌速干运动马裤夏 213深灰 M 90-105斤,299.00,罗蒙聚美专卖店,https://item.jd.com/10073332994551.html,品牌： 罗蒙,商品名称：罗蒙冰丝短裤子夏季男士宽松休闲五分中裤男潮牌速干运动马裤夏 213深灰 M 90-105斤商品编号：10073332994551店铺： 罗蒙聚美专卖店商品毛重：1.0kg货号：KLD20220528-213-Z-2弹力：微弹材质：棉86%，山羊绒14%腰型：自然腰适用人群：青少年上市时间：2023年夏季风格：潮流风潮流风：嘻哈风
花花公子（PLAYBOY）休闲裤男2023夏季韩版宽松裤子男工装裤男士冰丝束脚裤 浅灰 XL,169.00,花花公子（PLAYBOY）京东自营专区,https://item.jd.com/100046945628.html,品牌： 花花公子（PLAYBOY）,商品名称：花花公子休闲裤商品编号：100046945628商品毛重：400.00g商品产地：中国福建省货号：X-1019HH105XD材质：氨纶(聚氨酯弹性纤维)10%，锦纶/尼龙(聚酰胺纤维)90%适用季节：夏季上市时间：2023年夏季裤门襟：系带适用人群：青年，青少年流行元素：车缝线裤型：束腿裤厚度：常规裤长：长裤图案：纯色腰型：自然腰风格：日韩风日韩风：韩版
亘哒冰丝裤子男夏季薄款潮ins港风宽松卫休闲裤设计感小众百搭束脚裤 白色 L,29.00,亘哒航轩专卖店,https://item.jd.com/10070203335399.html,品牌： 亘哒,商品名称：亘哒冰丝裤子男夏季薄款潮ins港风宽松卫休闲裤设计感小众百搭束脚裤 白色 L商品编号：10070203335399店铺： 亘哒航轩专卖店商品毛重：300.00g商品产地：中国大陆货号：和兴-A011材质：涤纶(聚酯纤维)90%适用季节：春季，秋季厚度：薄款上市时间：2023年夏季裤门襟：松紧弹力：微弹腰型：自然腰裤型：束腿裤裤长：长裤适用人群：青年，青少年图案：纯色适用场景：学校，运动风格：潮流风潮流风：街头风
花花公子（PLAYBOY）休闲裤男夏季薄款韩版裤子男士时尚抗皱弹力修身小脚裤 灰色 32,168.00,花花公子（PLAYBOY）京东自营专区,https://item.jd.com/100047344012.html,品牌： 花花公子（PLAYBOY）,商品名称：花花公子休闲裤商品编号：100047344012商品毛重：400.00g商品产地：中国福建省货号：X-21069HH820BXD材质：棉34.4%，涤纶(聚酯纤维)26.7%，氨纶(聚氨酯弹性纤维)2.3%，粘纤(粘胶纤维)36.6%适用季节：夏季上市时间：2023年夏季裤门襟：系扣适用人群：青年，青少年流行元素：车缝线裤型：铅笔裤/小脚裤厚度：常规裤长：长裤图案：纯色腰型：自然腰风格：日韩风日韩风：韩版
轩莱雅 休闲裤子男春夏新款垂感西装裤韩版潮流男士宽松直筒裤子港风青年运动九分裤 浅灰色 XL【120-145斤】,25.00,众诚服饰专营店,https://item.jd.com/10034074235301.html,品牌： 轩莱雅（XUANLAIYA）,商品名称：轩莱雅 休闲裤子男春夏新款垂感西装裤韩版潮流男士宽松直筒裤子港风青年运动九分裤 浅灰色 XL【120-145斤】商品编号：10034074235301店铺： 众诚服饰专营店商品毛重：1.0kg货号：壹酷-311酷丝绵材质：棉90%腰型：自然腰裤门襟：系带上市时间：2021年夏季厚度：常规弹力：微弹流行元素：不规则裤长：长裤适用季节：夏季，四季通用裤型：直筒裤图案：纯色适用人群：青年，青少年风格：休闲风休闲风：oversize
罗蒙（ROMON）防晒衣皮肤衣男士防紫外线UPF50+透气速干防晒服男装 雾蓝 XL,189.00,罗蒙（ROMON）男装京东自营专区,https://item.jd.com/100046882730.html,品牌： 罗蒙（ROMON）,商品名称：罗蒙防晒衣商品编号：100046882730商品毛重：500.00g商品产地：中国福建省货号：Q-NANNMON21EZ309ZY材质：锦纶/尼龙(聚酰胺纤维)76%，氨纶(聚氨酯弹性纤维)24%衣门襟：拉链适用季节：四季通用领型：连帽衣长：常规款厚度：常规适用人群：青年，青少年下摆设计：橡筋上市时间：2023年夏季版型：标准型流行元素：简约，车缝线图案：纯色，字母适用场景：职场，旅行风格：日韩风日韩风：韩版
萨拉维夫（Sllavif）休闲裤男春季2023新款青年奢侈品黑色时尚帅气弹力抗皱潮男裤子 白色 M,1049.00,萨拉维夫服饰内衣旗舰店,https://item.jd.com/10069304521564.html,品牌： 萨拉维夫（Sllavif）,商品名称：萨拉维夫（Sllavif）休闲裤男春季2023新款青年奢侈品黑色时尚帅气弹力抗皱潮男裤子 白色 M商品编号：10069304521564店铺： 萨拉维夫服饰内衣旗舰店商品毛重：100.00g商品产地：中国大陆货号：SLWFcl0511材质：涤纶(聚酯纤维)60%厚度：常规腰型：自然腰适用季节：四季通用上市时间：2023年春季裤门襟：系带弹力：微弹流行元素：车缝线，多口袋裤长：长裤适用人群：青年裤型：铅笔裤/小脚裤图案：拼色，卡通动漫适用场景：旅行，运动风格：潮流风潮流风：朋克风
花花公子（PLAYBOY）短袖T恤男夏季男士POLO打底衫半袖翻领男装潮牌衣服 石灰蓝 XL,158.00,花花公子（PLAYBOY）男装京东自营旗舰店,https://item.jd.com/100045544394.html,品牌： 花花公子（PLAYBOY）,商品名称：花花公子T恤商品编号：100045544394商品毛重：200.00g商品产地：中国福建省货号：Q-BYHH6619ZY材质：棉65%，涤纶(聚酯纤维)35%版型：修身型适用季节：夏季上市时间：2023年夏季领型：POLO领适用人群：青年，青少年流行元素：简约厚度：常规图案：纯色袖长：短袖风格：日韩风日韩风：韩版
南极人防晒衣服男长袖轻薄透气大码男士皮肤衣户外轻薄透气钓鱼防晒服防晒衫夏季潮 【1件】-冰蓝.防晒衣 XL（推荐130-150斤）,59.00,南极人酷小孩专卖店,https://item.jd.com/71136744791.html,品牌： 南极人（Nanjiren）,商品名称：南极人防晒衣服男长袖轻薄透气大码男士皮肤衣户外轻薄透气钓鱼防晒服防晒衫夏季男潮 【1件装】-冰蓝.防晒衣 XL（推荐130-150斤）商品编号：71136744791店铺： 南极人酷小孩专卖店商品毛重：500.00g商品产地：中国大陆货号：NJR20200630-19-CS-1材质：锦纶/尼龙(聚酰胺纤维)100%版型：宽松型上市时间：2020年夏季领型：连帽适用人群：青少年流行元素：车缝线厚度：薄款衣长：常规款衣门襟：拉链图案：纯色适用场景：旅行风格：休闲风休闲风：oversize
吉普（JEEP）T恤男短袖夏季男士宽松280g重磅上衣打底衫衣服纯棉男装 深灰 XL,138.00,吉普(JEEP)男装京东自营专区,https://item.jd.com/100037832984.html,品牌： 吉普（JEEP）,商品名称：吉普JMYGB-1128商品编号：100037832984商品毛重：100.00g商品产地：中国大陆货号：JMYGB-1128材质：棉100%版型：宽松型适用季节：夏季上市时间：2023年春季领型：圆领适用人群：青年，中年厚度：常规袖长：短袖图案：纯色适用场景：居家，学校风格：休闲风休闲风：简约风
真维斯（Jeanswest）纯棉短袖t恤男夏季ins潮流半袖男士大码衣服青少年宽松潮牌打底衫 白色(折纸飞机) L(建议115-135斤左右),49.90,真维斯品顺专卖店,https://item.jd.com/10068634147972.html,品牌： 真维斯（Jeanswest）,商品名称：真维斯（Jeanswest）纯棉短袖t恤男夏季ins潮流半袖男士大码衣服青少年宽松潮牌打底衫 白色(折纸飞机) L(建议115-135斤左右)商品编号：10068634147972店铺： 真维斯品顺专卖店商品毛重：150.00g商品产地：中国大陆货号：ED-32-1732932材质：棉100%袖长：短袖适用季节：春季，夏季上市时间：2023年春季领型：圆领适用人群：青年，青少年流行元素：印花厚度：薄款版型：宽松型图案：动物，字母，植物花卉适用场景：居家，旅行风格：休闲风休闲风：oversize
卡帝乐鳄鱼（CARTELO）短袖男2023夏季韩版纯棉短袖T恤男士透气宽松上衣服打底衫,99.00,卡帝乐鳄鱼（CARTELO）男装京东自营专卖店,https://item.jd.com/100045832676.html,品牌： 卡帝乐鳄鱼（CARTELO）,商品名称：卡帝乐鳄鱼T恤商品编号：100045832676商品毛重：200.00g商品产地：中国福建省货号：C-1419KDLNZ3040AHAZY材质：棉100%袖长：短袖适用季节：春季，夏季上市时间：2023年夏季领型：圆领适用人群：青年，青少年流行元素：车缝线，简约厚度：常规版型：标准型图案：纯色，字母适用场景：居家，旅行风格：日韩风日韩风：韩版
罗威奢品休闲裤男高端纯棉运动宽松春秋款加大码胖哥百搭直筒裤子 黑色7313 XL,928.00,罗威奢品男装旗舰店,https://item.jd.com/10067725518025.html,品牌： 罗威奢品,商品名称：罗威奢品休闲裤男高端纯棉运动宽松春秋款加大码胖哥百搭直筒裤子 黑色7313 XL商品编号：10067725518025店铺： 罗威奢品男装旗舰店商品毛重：1.0kg商品产地：中国大陆货号：2022RWDK842材质：其他100%适用季节：春季裤门襟：松紧上市时间：2023年春季厚度：常规适用人群：中年腰型：自然腰裤长：长裤弹力：微弹裤型：工装裤图案：纯色适用场景：旅行，运动风格：日韩风日韩风：日系风
花花公子（PLAYBOY）休闲裤男2023夏季韩版裤子男士商务直筒裤男装 卡其 32,168.00,花花公子（PLAYBOY）京东自营专区,https://item.jd.com/100044631474.html,品牌： 花花公子（PLAYBOY）,商品名称：花花公子休闲裤商品编号：100044631474商品毛重：250.00g商品产地：中国福建省货号：X-4048HH8868XD材质：棉69.2%，涤纶(聚酯纤维)18%，氨纶(聚氨酯弹性纤维)2.2%，粘纤(粘胶纤维)10.6%适用季节：夏季上市时间：2023年夏季裤门襟：系扣适用人群：青年，青少年流行元素：车缝线裤型：直筒裤厚度：常规裤长：长裤图案：纯色腰型：自然腰风格：日韩风日韩风：韩版
卡帝乐鳄鱼（CARTELO）短袖男2023夏季T恤男冰感潮牌男士短袖休闲体恤衣服 咖色 XL,138.00,卡帝乐鳄鱼（CARTELO）服饰京东自营专区,https://item.jd.com/100044789860.html,品牌： 卡帝乐鳄鱼（CARTELO）,商品名称：卡帝乐鳄鱼男士T恤商品编号：100044789860商品毛重：170.00g商品产地：中国福建省货号：C-3126KDLNZ8843XD领型：立领材质：氨纶(聚氨酯弹性纤维)8%，涤纶(聚酯纤维)92%厚度：常规版型：标准型袖长：短袖适用季节：夏季适用人群：青年，青少年上市时间：2023年夏季风格：休闲风休闲风：简约风
